tweet_id,text,Odio
1147593691328110592,@MedelPitbull mapuche asqueroso hijo de puta,1
1519685540009807872,"@JosepBorrellF @viditasi @izkia No necesitamos esos venezolanos, muestren generosidad ustedes y llevenselos a Europa. Estoy seguro que ello lo querrían y los chilenos estamos dispuestos a pagarles el pasaje! #noesinmigracionesinvasion",1
1314334420887900160,"Se que varios me van a mandar a la mierda y me chupa un huevo.. viendo todo lo que esta pasando en Bariloche, QUE GANAS QUE REVIVA ROCA Y SAQUE CAGANDO A TODOS ESTOS MAPUCHES DE MIERDA QUE LO ÚNICO QUE HACEN ES DAÑAR NUESTRA PATAGONIA!! fin!",1
1503522622713204740,"@DiegoAlbo26 @CSD_CC_Boxeo Weon, saben de que me recordé, guardando las proporciones, cuando la lesbiana culia tomó la audiencia por la muerte del Neco, la  weona alegó que por ser colocolino se había expuesto al daño",1
1486184947853537281,"No querían a boric? Bueno ahí está el pro-inmigrantes, kast hubiera sacado a todos esos inmigrantes ladrones, abusivos y de mierda. Y no solo a los  #Venezolanos si no a todos los inmigrantes que vengan a robar y a pedir en las calles. #expulsion",1
1533853724162109440,"@juliogarciab Pero quién está hablando del otro tema de la mujer? Un poco de pertinencia, por favor.",0
1533855066444251136,"No podíamos dejar pasar esta efeméride, hoy hace 237 años que María Isidra de Guzmán se convirtió en la primera mujer doctorada en España. Es un honor para nosotros llevar su nombre. https://t.co/JrdKyvSQnX",0
1333225843255021571,@valita295 Ya saliste feminista qla,1
1128109389636935681,Y dónde estaban las feministas para defenderme??? https://t.co/LDqf9VI9vs,1
1256577251547570177,"DONDE ESTA BACHELET AHORA YA QUE TRAJO TANTO HAITIANO Y PRECISAN AYUDA, ESTA DESAPARECIDA????",1
1391828625951952903,Peruanos culiaos son todos pata sucia enfermitos,1
1450825705412046852,"Maraca culiá, ojalá te llame la víbora de tu suegra",1
1531601577584128000,"@LaEufe No hagas caso usted es linda, ni siquiera este HDP muestra la cara es un maricon",0
1348250513712828418,"@apizarros @Duranbaronti @Muni_Indep @ServelChile Perdón , cuál dignidad , lleno de delincuentes , narcotraficantes , extranjeros.... solo hacen vista gorda en la municipalidad",1
1370222424109768706,a ver si con esto de los incendios se dejan de romper un poco los huevos con defender tanto a los delincuentes de los mapuches y demás tribus terroristas,1
1314312823825215488,Y bueno llegamos a mi casa y la perra puta maraca sapa culia de alfrebte me avisa que deje la puerta abierta WEONA PUDISTE CERRARLA NO VEI QIE SI MI PERRO GRANDE SE ESCAPA SE PITEA A LOD DEMÁS??????? IMBECIL PARA ALGO SIRVES APARTE DE DAR VERGUENZA https://t.co/gAyjXoV5To,1
1533070056061550592,"Las que más se quejan del machismo de Rodolfo, son las que le enseñan a sus hijas a cocinar, lavar y planchar bien para que les vaya bien en el matrimonio.",1
1002338613739343872,@ashleyajj @Nicobozara_09 Ya se hizo mujer,0
1456725711092387844,"@PAMUratioetfide No, es una mapuche de mierda",1
1368229737714302976,"@cgajardop Podrías condenar la violencia de la extrema izquierda, que todos los viernes solo destruir este país, no me extrañaría que muchos extranjeros esten ahí y menos me extrañaría que salieras a defenderlos.",1
1134610373221523457,@magparaguay @lichi_denis @BNF_PYOFICIAL Aclaró que lo de porton nuevo es una joda... ojala sobrase algo de plata para arreglar cosas de la casa!!,0
1510222213361897478,@carolinawagner_ Las personas q usan y se quedan pegadas en esos términos o son trans sexuales o están vinculadas a los movimientos LGTB 🏳️‍🌈 1 2 3 etc. punto!!,0
1533854842380328961,me cago en to mi puta vida coñloiiikk,0
1405646562135511044,"HOY DÍA ME DI UNA VUELTA POR LAS COMUNAS DE INDEPENDENCIA, RECOLETA , LA VEGA CENTRAL Y SANTIAGO CENTRO;

LLENO DE INMIGRANTES EXTRANJEROS EN LAS CALLES, SUCIEDAD, BASURA EN LAS CALLES , MALOS OLORES, FRITANGAS, NO SABIA SI ESTABA EN CHILE O EN EL CONGO , O HAITÍ",1
1250482846072004609,@24HorasTVN vieja ctm.....,1
1407793593473978376,"@LaEufe jamás,  ya que no son lacras como los de acá",1
1342956218046840832,LA REPUTA CONCHA DE MI COCAINOMANA BARATA ESQUINERA PUTA PERRA BOMBA ARRASTRADA ESCUPIDA VOMITADA ORTIVA MADRE ME HE PERDIDO GOLDEN EN LA RADIO🔪🔪🔪,1
1155716589393784832,@Muraro10 No podés ser tan indígena para escribir hijo de puta,1
1002338402442899456,@CharlyMillo79 @gerabrunnen @AmarasLaPatria @querespostre @matute_cost @LaTribuK @PosadasDenuncia @candy_india @AquiFlor9 @peronexcurcio @Irene010394 Fuera de lugar tu tweet....,0
1451658638074986496,@whereisleto Me parece tan impresionante como llegan a ser todas putas,1
1451637807630454785,"@EsDeMamador Cómo no burlarse de semejante estupidez,es más todo el movimiento feminazi es un chiste.

Viejas ridículas.",1
1533855489041350659,Adrián Moyano: “el pueblo mapuche es dominado por dos Estados coloniales” https://t.co/gvyQl9c8Zx vía @alai.info,0
1399515944045756423,https://t.co/Tb3Gltqg1h vamos negro,0
1451592402838462477,"@Marisabelsofhya @arnoldsuarezg Jajajajjaja... Típica feminazi, toda la culpa la tienda en el hombre, pero la mujer no es culpable de su arrechura... Osea? Que dirá, el hombre le pone el miembro en la cara y ella toda sumisa se la mete a la boca... Ya pues!!! Pero si fuera al revés??? Jajajajajjaja...",1
1448812229432774657,Oe VENEZOLANO CULIAO. ANDAI PURO PEGANDO CHUCHETUMARE,1
1344795341111971840,Hoy es un buen día para empezar a hacer bien lo que se estaba haciendo mal y lo que se hacía bien hacerlo aún mejor y para ponerme una pedota tambien🤪🤪,0
1465832914839556096,"@SecretStory_es Tarada no sabe construir una frase con sujeto, verbo y predicado 😂😂😂😂",1
1533854820758601734,"@Angelesagus2003 Mujer, mejor preguntar antes xddd",1
1310779747350327296,Obvio que #Apruebo #ConvencionConstitucional qué tipo de pregunta es esa? Sapas QLAS! Edúquense coshinas,1
1399515771223613442,Es q para Vnzuela si es válido protestar y son héroes pero aquí en Colombia para este hijo de puta esos mismos estudiantes son bandalos pedazo de mierda https://t.co/TntoKEoyeN,1
1173249791154958338,"@penguinKiller56 Mira indígena de mierda, si no fuera por los españoles hoy en día en lugar de cagar subnormalidades por internet estarías como hace 500 años, sacrificando cabras a tus dioses en lo alto de una montaña.",1
1533854283388669952,Puta tráeme floree,0
1344795291149598721,@neereamarco @danigdiazz @joelprietoo Te voy a comer la puta boca primer aviso,0
1079889801434853376,"Me compre un pela papa 🥔, cállate que soy oficialmente una señora.

Traigan la bata y pongan Luis Miguel que voy a hacer la ensalada para la noche hijos https://t.co/1HkxaZPACN",1
1491926437481562112,Hasta cuando vamos a seguir aguantando que esta lacras inmigrantes que estan entrando al  pais indocumentados delincuentes maten a gente chilena todo porque no los llevan   no los ayudan a ingresar ya basta de  prestarle ayuda a estos cochinos .,1
1533852150828343297,"Buenos días, saludos cordiales, menos a ti Tauro, suéltame puta hiena!",1
1344795124346322946,"@meridanna_ Noooo pues  con ese ""ENCANTO "" QUE mujer no aceptaría  jajajajaaj",0
1533856242325667840,"@CapitanBitcoin @JODACAL21 Con esto las feminazis callan como pvtas. Que alguien me explique porqué hay que ceder pisos, hipotecas o pasar manutención por los hijos cuando son ellas las que quieren su custodia. Desean volver solas y borrachas de madrugadaa casa pero son incapaces de sobrevivir solas.",1
1002338827250302977,"No todos nacemos con la suerte de tener una excelente vida. no todos pueden pagar una universidad y demás,y no por eso no vas a tener el derecho de estudiar. la inteligencia no tiene nada que ver con el dinero. HIJA DE PUTA https://t.co/Go1RI0360i",1
1002338772917346304,"Si una mujer me canta una canción así, me caso. 😁😍🎼
https://t.co/Hn9qTmKL7i",0
1465832878097502223,@BilliexCyP Y si no quiero Puta,1
1528570009647255552,"@adrianabravist6 Ese romance apesta , Alex la utiliza a Melody para descargar su deseo sexual , es como una muñeca inflable , queda la imagen de la mujer por el piso . Alex se define como Millo , ni siquiera va a gastar la guita acá , que gane Locho que es un pibe humilde y argento",0
1486860586294157317,Aranguis mapuche de mierda,1
1079889853070934016,@rubeno4_ Se llama hipérbole y es una exageración generalmente utilizada como recurso cómico boludaso,0
1533855075948322816,"@KorritaZenkai @D_otter_Lover @puessoyandruzz @PseudoGenios puta yo en segundo recien me aprendía los números del uno al 20, como mucho. Igual iba a escuela pública",0
1533852229211500544,"KINN LA PUTA QUE TE PARIÓ. 
TAWAN UNAS GANAS DE CAGARTE A TROMPADAS 

VEGAS, ME DAS DESCONFIANZA PERO EN ESTOS MOMENTOS TE ESTOY AMANDO.

PETE T AMO",0
1494704939729231876,los hombres que van a ir a ver al amariconado del #Badbunny son puros maricuecas!!! vean futbol como los hombres CTM🍻🍻... parecen niñitas yendo a conciertos de puros hueones maricones...,1
1516849444846653441,"@C1audioBravo NADA DE EMPATÍA, estamos hartos de inmigrantes ilegales que lo único que hacen es hacer daño a Chile 🇨🇱. Por supuesto qué hay también gente honesta, los que aportan está bien, el resto que se vayan #NoEsInmigracionEsInvasion",1
1150915861944946688,"Yo no digo nada, pero tenete un poco de amor propia mapuche de mierda",1
1211799122497429504,"No vuelvo a mandar nudes, esta mujer aplasta bn feo el autoestima. https://t.co/429uFHdPgu",0
1391971371094364161,"@ghitis @cdetoro Petrochanda asqueroso hijo de puta!! Esa guardia indígena son una banda de forajidos patrocinados por la Colombia inhumana y los dineros del narco tráfico y de las FARC!! Fuera de Cali, siniestros bandidos!!",1
1451267961969274886,q paaaasa qn ta robando choclo ahí nosotros porque conchetumare que te creís qliao porque te vienen a robar un choclo vení a wear huaso conchetumare y vo vieja maraca culia que te vení a meter conchetumare,0
1519685660084420608,@carlamoralesc @FightVSNWO Entiendo por inclusión que se le den oportunidades a los Invidentes a los que por alguna condición llámese Síndrome de Down no los dejan participar en la sociedad. Pero creerse hombre siendo mujer y viceversa es trastorno psicológico Casi siempre traen de arrastre situaciones,1
1465832704558215175,Mi perra está hoy más guapa que nunca,1
1533854516424081408,y eso que tiene que ver con atsushi varón trans birromantico demisexual https://t.co/8TqsFTb5wF,1
1533855519831638016,"@Nacion321 Que importa el comentario de un @RicardoAnayaC prófugo de la justicia, que calidad moral de un #TRAIDOR_A_LA_PATRIA por recibir moches para  aprobar la reforma eléctrica!!",0
1295180185713639424,"@ellacuelganubes @Vega4Julio @24HorasTVN Este caballero del video representa al verdadero pueblo mapuche, gente trabajadora, honesta. Tu defiendes al 1% que son mapuches comunistas y con iphone. En este grupo cae el asesino Celestino.
Chile somos todos y deberiamos todos ser iguales ante la ley. https://t.co/IcLrw3AwMb",1
1533855935571058694,como me podes la puta que te parió,0
1211799005283409927,@2HinchasYMedio Quién es el puto que la corta con tijeras a la botella ?,0
1295078651973840901,#Temuco #Curacautín  #Cañete como pueden aguantar estos tongo de algunos #Mapuches #comunistas y asesinos #extremistas que se burlen de sus pueblos! https://t.co/tFzkM4G1rE,1
1465832599792848898,"la gente se burla de mi porque soy negra, quedate quieto porque te robo ese celular",0
1528569910284193792,como me gusta esta mujer...,1
1002338455546925056,Ahi les den un snipazo a los hijos de puta mongolos que eatan bajo de mi ventana gritando como si no hubiera nadie mas en el mundo. Tanta puta policia dando por culo y esos ahi to la noche,0
1465832757075062786,"SIN IMPORTAR SI FUE HOMBRE O MUJER!! TIENEN QUE HACERLAS SUFRIR A ESAS PERSONAS, TIENEN QUE CORTAR Y QUEMAR CADA PARTE DE SUS CUERPOS, antes meterles un hierro caliente en sus genitales https://t.co/42wIHZHkHB",0
1345805755992190976,@_LinarezR @emy_0116 @Nouguess Donde más se concentre la comunidad migrante es donde mas caótica es...,1
1134610337586655232,Ste mafu que me agita para salir que hijo de mil puta,0
1079889740227362817,@vantexstigma feliz año nuevo baby!! ojalá que este año traiga sólo buenas vibras para ti te quiero loca💘💘💘,0
1387883629968244736,@Gpaper14 @BocaDelPozoBDP @CATalleresdecba @cdtolima @Sudamericana @Estadio_Capwell Hablá bien indio culiado,1
1492703186691387393,"Inmigrantes que invito #Piñera , su mierda de Líder , los vamos a dejar morir , ese es su corazón compasivo , la https://t.co/XYxmSxtnbV Dios , son miserables https://t.co/Tv287sUKFU",1
1451676001293852680,"@ProvosteYasna oye aweona, si quieres si quiera un oportunidad, consigue los votos para el cuarto retiro, es tan difícil de  entender, sin plata no hay votos.
#FuerzaAbuelaConCuartoRetiro #CuartoRetiroONoHayVotos 
#BastaDeAplazar4toRetiro 

gracias Pamela @PamJiles https://t.co/cM8ZLGsBuz",1
1079889821395570688,Ex futbolista es captado golpeando a una mujer (video) https://t.co/eb2R2JrZnb,1
1492671428310618116,"@elmanzana_lm @cristian_kine Oye..esto nos perjudica a todos, los inmigrantes se mueven a otras regiones y tienen la pura cagá, me da lo mismo quién detiene esto y pare esta mierda",1
1533131010556276736,"@jalessandri @RicardoVenegas7 Estos wueones extranjero haitianos,peruanos, venezolanos y los más ladrones .cubanos .vinieron a echar el país,,,toda está gente vende en las calles y puras cochinadas como vendiendo almuerzo pobladas en la catedral fuera de este país por eso boto RECHAZO.....",1
1539377153921253376,"@Presidencia_cl Día del trans, día del indígena, día de cualquier tontera. Y los mestizos que somos el 90% de la población que se pudran!",1
1079889806786744322,no se que pedir pa 2019 porque 2018 ha sido una puta montaña rusa pero pa empezar salir de este puto pozo estaria bien,0
1362427120014737415,"Lamentablemente los extranjeros que han llegado a vivir a nuestro país 🇨🇱 NO respetan nuestras Leyes,  y tampoco a nuestras #POLICÍAS, el gobierno debiera darles un ultimátum, desacato a la Ley, y #DEPORTARLOS, que aprendan a respetar al país que los cobija😷 https://t.co/LXFJGPro7Q",1
1309099264400920578,"@myeonsunshine oooh qué onda la maraca qla, típica poser que llega a escuchar kpop por los vtr",1
1533855928256184322,@CNNEE Que uns mujer puede mentir y golpear y destruir a un hombre en 15 minutos. Y justicia puede tardar más de 6 años..ya que el tuvo que demostrar no haberlo hecho. Mientras ella con un video editado y un articulo se dio por hecho que era verdad.,1
1528439710015623168,"@BCF951 @carolinawagner_ Hombres opinando sobre embarazo y decisiones que competen a la vida y el cuerpo de la mujer?
Igual que curas opinando sobre ""el sagrado vínculo"".
Irrisorio... por decir lo menos... 😆",0
1359236987509760008,"Los subsidios  de arriendo se los dan primero a los extranjeros  y lo que queda para los chilenos , una amiga no alcanzó el cupo y eso le dijeron #LaTardeConHolaChile",1
1456056079046021124,#EmboscadaTerroristaFallida cuando matan a un falso mapuche culiao https://t.co/pW4DthceuA,1
1338115175786946560,@valepizzas Es mas de lo mismo ...primero se quejan de la persecusion ....y despues salen provocando...ademas la mujer y el hombre deben  sanamente bailar con sus parejas aunque sea para bailar y no solo.mujeres ...provocando una distancia entre los sexo eso es ideologico,1
1376934582822535168,"Cuando Chile le cierra las puertas a Haití? no llega nada bueno de ese país. Cargas sociales, enfermedades, proliferan como ratones y arman campamentos.",1
1493309500190871566,@Naomi_zzzzz Nadie pidio tu opinion maraca de mierda💞,1
1528570173724270595,"@julianquintanat @FicoGutierrez Y las hptas fotos?, ahí le dejo una, por si acaso es de mi autoría, y estaba temprano. PENDEJO https://t.co/3TfDescBMc",0
1079889745075933184,"@elPULP0 Ése es el instinto maternal, con seguridad era una hembra. Que cosa tan hermosa 😊",0
1143909274466357248,@aprachile después niegan que el mapuche es flojo y curao,1
1458930342421663744,@camilaemiliasv Son Orkos Bastardos Marxistas y Descastados. Pagados por el Comunismo Cubano y Venezolano.,1
1358976081508917248,Es el colmo la falta de respeto y más encima de extranjeros... https://t.co/ZraEhhl45y,1
1533855316990775298,"QUIEN ES EL 24 DE LA PUTA LISTA?,&amp;:!¿,!/&amp; x",0
1533853643325157377,Una foto de un desconocido te basto para mandarme a la verga en menos de 1 hora y a mí todavía después de 1 puto año no me permito fracasar contigo 😩😩😩😩😩😩,0
1427069548809883655,"Dios porfavor que asco y vergüenza me da esa mina, matate flaca https://t.co/HVvWG54XVT",1
1211798797195661317,@COMANDANTE_EJC @COL_EJERCITO Esta gloria de nuestro futbol colombiano necesita saber sobre su padre que estaba haciendo patria bajo su mando de le una buena respuesta general. https://t.co/R43HdDvRkn,0
1409529054345281541,"De que llegaron los inmigrantes ,los chilenos nativos estamos viviendo un martirio #Bienvenidos13",1
1533855036803100673,"@FancyAppleMac Y + que subirá. Y ojo, la gasolina también va a repercutir que suba otros productos. Tiempos difíciles 😥 Eso si, el a Rusia el petróleo no se le puede comprar pero si a la India que se lo compra a Rusia 😖 Toca apretarse",0
1454963940950044675,Asi con el show de los extranjeros en chile 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️#CHVNoticias,1
1533854385343590400,@0071nash callate aweonao culiao,1
1451622070551465990,@T13 Y este jabalí zurda feminazi de donde salio???,1
1539405481831186432,"@Presidencia_cl Yo soy dependente de los  pueblos mediterrâneo  europeos  etrusco , quiero mi bandera italiana tmb porque me siento poco representado",1
1533854480940285952,@iFokYiu No se le puede llamar mujer a la que haga eso,1
1079889816442073088,"7 de la noche, chavarry,  va a dar una
Conferencia de prensa: Ojo al piojo.(el peruano dice que hoy se iba a ratificar a los fiscales vela y Perez pero falto papel). es un pretexto para ganar tiempo estemos... https://t.co/WsffRglfKJ",0
1533854629448105987,"Hace un mes y medio me contaron de una chica en un taxi colectivo en el Tecolote de la Monserrat; la chica subió que vio que iban 2 hombres el piloto y 1 mujer. En el camino a Colinas, como iba a la par del piloto la agarraron del cuello le robaron y la violaron. https://t.co/0Kf795yTNo",0
1399515937792012289,"porque ser un sapo de la dictadura, justificar cada uno de los crimenes cometidos y jamás mostrar una pizca de arrepentimiento por sus fechorias, es equiparable a tener un pensamiento politico distinto al tuyo. Muy equivalentes...",0
1533854846910140417,"@arroba192 Dice ser una mujer con principios, pero hasta denigra a sus familiares… patetico",1
1163274619547205632,@aprachile @cas3500 @hoycanete Típico mapuche delincuente ladrón.,1
1344795376558239749,"Momon cantando aunque sean 0.5 segundos, es mi religión, le teme al éxito y por eso no canta 😡 si lees esto que sepas que te quiero te puto https://t.co/n3vUOtwqBX",0
1527694277198766080,"Con la nueva CC, los inmigrantes son un hoyo al sistema de pensiones, una carga para todos los aportantes (Trabajadores, empleadores y el estado) que también son los trabajadores, porque el estado no produce una mierda. Si no cerramos fronteras AHORA, el futuro sistema colapsará.",1
1344795416580280320,Rico bañarme con vos y darte por ese culo enjabonado puta 100 porciento https://t.co/35y9jAttEt,1
1458585601175740416,"@TNTSportsCL @ColoColo @cdmelipilla Indigenas culiaos como le robaron el partido a melipilla,y mas encima terminan cantando el picante himno de los indios",1
1533855269490511872,@marianagc Seré breve. Les costó bastante caro ser #TRAIDORES_A_LA_PATRIA https://t.co/zNxR9nGQFN,0
1457468986296176643,"@mjcotemj @biobio HASTA CUANDO SE AGUANTA LA DIVISIÓN DE NUESTRO PAIS  
LOS MAPUCHES NO SON DUEÑOS DEL SUR DE CHILE BASTA DE CONTEMPLACIONES AHORA LAS FUERZAS ARMADAS DEBEN TENER EL DOMINIO PARA ERRADICAR A LOS TERRORISTAS NACIONALES O EXTRANJEROS Y SI ES NECESARIO MATARLOS CREO JUSTO Q SEA ASÍ https://t.co/keLsPTW0Uc",1
1456233714560679942,@rsumen púdranse mapuches culiaos comunistas,1
1384006808788819974,"@OIMChile @lonelywolf2000 @StatePRM A todo inmigrantes que lleguen a chile no dejarlos entrar y si no entienden hay que dispararles, ya basta dejemos de enviar y echarlos cagando o dispararles",1
1334867110854529024,"oj la conchadetumadre! Ahora las MADRES PERRAS QLAS alegando que no queremos jugar contra su equipo de mierda. Niun problema en, mientras sudaca fuera jueves. Llevan dos semanas ustedes descansando. Íbamos a jugar igual el domingo, el drama es con Vélez no con ustedes maracas qls",0
1317238366690304003,Pueden dejar de tenerle miedo la las minorías y sacar a los cuetazos limpios a los mapuches de mierda de la Patagonia? Es mucho pedir?,1
1134610324194119680,@VentaneandoUno @mocastaneda @pedrosola Mujer ridícula,1
1533853975803478018,@nicormz_ Esa mujer parece un ejemplo de cordura comparada con algunos de la carrera.,0
1533852115252170754,CRÈME DU BARRY 🇫🇷 amooooor hacé esta sopa francesa bien cremosa y sentite una mujer sofisticada ok? Lo sos https://t.co/mbYhLiclfl,0
1079889346717724672,Nunca en mi puta vida tuve tantas ganas de ir a un baile como hoy,0
1370172981520044033,"Terrorista extranjeros pagados  para destruir Chile.
Piñera renuncia, no haces tú trabajo del día que asumiste como presidente traídor. https://t.co/C0Z94yHOSu",1
1528569866592079872,@i4yona choro?,0
1134610448043712512,Que hermosa púa la puta madre,1
1249277832682967041,"@VENEZUELAIndep1 @carolloyo @naynahi @LAConviasa Y por favor, ya quita la imagen ridícula y cursi del muerto con las vagas zorras de sus hijas. No seas pendeja, ese guebon ya pasó de moda. Ponte una de Maduró ahí, a ver si te envían este mes la caja clap completa https://t.co/C1MdzPyhnd",1
1533855745871122432,"@carola873 Horrible,.. eso en Venezuela no debe pasar porque los venezolanos somos personas justas ,será un extranjero el dueño.. denuncia sea quien sea en nuestro país no debemos permitir esos abusos en contra de nadie ..y menos que los empleados sean extranjeros todos somos seres humanos",0
1399515851796193288,@marcoscarbonel3 Callate la boca atrevido,0
1079889861069410306,@ccabellosclique eres tan guapa mujer,1
1533852213059125253,"@Sevquieremetro @antoniomunozsev @abalosmeco @FomentoAND @marifrangr Si no se lo gastan en eso, se lo gastaran en puta y farlopa",0
1533853369491677186,"La mujer profirió graves dichos xenófobos contra los trabajadores, que estaban en su hora de almuerzo.👇
https://t.co/abf9obsQZI",0
1462797904049967104,"@BeetNeira @osvaldobazan Los ciudadanos tienen derecho a defenderse de estos ""mapuches"" de mierda, invadieron nuestros territorios,n/ declararon la guerra, son enemigos, nos tenemos q defender xq el gobierno es cómplice y el INAI  es colaboracionista de los q escupen a nuestra bandera.A aniquilarlos tito",1
1533853892244545538,"Entonces mi bisabuelo, que llegaba borracho a la casa a pegarle a la mujer, no es un machista porque estuvo hasta el día de su muerte con ella🤦🏻‍♀️, no les creo lo ilógica que es Paola. https://t.co/XSQqMVg671",1
1344794749153193984,@negroydecap Salu2 Negrito y Feliz Año Nuevo 🍷🍷🍷🍷🍷,0
1079889743121309696,"Un Indio quiere beber🎶 sus lágrimas casi brotan herido por la sed, el no la puede olvidar➡️🍺 y su tristeza me mata🎵porque ese Indio yo soy.",0
1296594202151845889,"@feellikeexplore Te faltó negro , pobre y gay.",1
1277075505423015936,"Un saludo a esas negritas que se maquillan y se pintan la cara toda blanca, parecen un mapache locas.",1
1400884051708465158,@aprachile @islude_yuni ¡¡Fuera lacras de inmigrantes venezolanos y colombianos!!,1
1528570065364430848,"La puta madre , compren todo el Pachuca completo y traiganlo , nomás le ponen Codere y BBVA en el uniforme.
A esos weyes si les tengo envidia , de la buena y de la mala
😐",0
